Програма/проєкт,Період,"""Громада з нуля""","""Навчання з надання послуг і управління інфраструктурою на місцевому рівні""","""Навчання загального управлінського характеру""",Кількість учасників навчання (осіб),Цільові групи учасників навчання ,"Кількість тергромад, для яких було проведене навчання",Назва навчання
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,6,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",3,"Онлайн: Перші кроки. Практичні питання з проведення перших сесій місцевих рад та особливості формування бюджетів у Дубровицькій, Березнівській та Сарненській громадах"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,15,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",3,"Онлайн: Перші кроки. Особливості формування бюджетів та підготовки до перших сесій місцевих рад у Здолбунівській, Костопільській та Гощанській громадах"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,5,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",3,"Перші кроки Косівської, Кутської та Лисецької територіальних громад: організація першої сесії, кадрові питаня ТГ - ОНЛАЙН"
"Програма ""U-LEAD з Європою""",4 квартал 2020,,,Управління бюджетами і фінансами,4,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",3,Перші кроки. Кадрові та фінансові питання в Миколаївській  селищній  громаді після проведення першої сесії. ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,,,Управління місцевим соціально-економічним розвитком,6,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",3,Надання адміністративних та соціальних послуг в Піщівській  та Тетерівській громадах. ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,,,Управління бюджетами і фінансами,5,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",3,"Планування діяльності щодо встановлення місцевих податків і зборів в 2021 році для Яришівської, Городківської, Джуринської та Копайгородської громад. ОНЛАЙН."
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,5,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",3,"Перші кроки. Створення та фінансування виконавчих органів у Бабчинецькій, Брацлавській та Піщанській громадах. ОНЛАЙН."
"Програма ""U-LEAD з Європою""",4 квартал 2020,,,Управління місцевим соціально-економічним розвитком,4,"Посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування",3,Підготовка проєктних пропозицій на конкурсний відбір Українського культурного фонду для Пологівської громади і Чернігівської громади Запорізької області та Царичанської громади Дніпропетровської області. Онлайн
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,4,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",3,"Порядок проведення перевірки  достовірності відомостей щодо застосування заборон, передбачених частинами третьою і четвертою статті 1 Закону України “Про очищення влади” (для Великогаївської, Збаразької, Копичинецької територіальних громад) - ОНЛАЙН"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,7,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",3,"Формування проєкту місцевого бюджету на 2021 рік (Верховинська, Снятинська, Тисменицька територіальні громади) - ОНЛАЙН"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,6,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",3,"Формування проєкту місцевого бюджету на 2021 рік (Отинійська, Підгайчиківська, Кутська територіальні громади) - ОНЛАЙН"
"Програма ""U-LEAD з Європою""",4 квартал 2020,,,Управління бюджетами і фінансами,6,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",3,"Впровадження гендерно-орієнтованого підходу при формуванні проєкту місцевого бюджету та складанні бюджетних запитів (Дубовецька, Єзупільська, Лисецька територіальні громади) - ОНЛАЙН"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,6,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",3,"Перші кроки. Реорганізація та кадрові питання для Городоцької, Сокальської, Яворівської та Бродівської територіальних громад (Онлайн)"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,4,"Посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування",3,"Фінансові та юридичні аспекти реорганізації в територіальних громадах (для Нагірянської, Іване-Пустенської, Гримайлівської громад) - ОНЛАЙН"
"Програма ""U-LEAD з Європою""",4 квартал 2020,,,Управління місцевим соціально-економічним розвитком,4,"Посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування",3,"Формування ефективних фінансового менеджменту та структури територіальної громади  (для Заліщицької, Підгаєцької та Козівської громад) - ОНЛАЙН"
"Програма ""U-LEAD з Європою""",4 квартал 2020,,,Управління бюджетами і фінансами,12,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",3,"Інформаційно-аналітична система управління плануванням та виконанням місцевих бюджетів ""LOGICA"" (Перегінська, Рожнятівська, Дубівська територіальні громади) - ОНЛАЙН"
"Програма ""U-LEAD з Європою""",4 квартал 2020,,,Управління місцевим соціально-економічним розвитком,5,"Посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування",3,"Створення фінансових органів в територіальних громадах(для Хоростківської, Товстенської, Великоберезовицької, Почаївської  громад) - ОНЛАЙН"
"Програма ""U-LEAD з Європою""",4 квартал 2020,,,Управління місцевим соціально-економічним розвитком,5,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",3,"Формування ефективних фінансового менеджменту та структури територіальної громади (для Микулинецької, Байковецької, Теребовлянської, Монастириської громад) - ОНЛАЙН"
"Програма ""U-LEAD з Європою""",4 квартал 2020,,,Управління місцевим соціально-економічним розвитком,7,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",3,Підготовка проєктів на грантові конкурси Українського культурного фонду 2021 (для Водяницької Червонослобідської та Ліплявської громад). ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,,,Управління місцевим соціально-економічним розвитком,3,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",3,"Онлайн: Подання проєктів на конкурсні  програми Українського Культурного Фонду (для Вараської, Смизької та Привільненської громад)"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,8,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",3,"Онлайн: Перші кроки. Процедура реорганізації органів місцевого самоврядування та порядок проведення інвентаризації у Полицькій, Рафалівській та Семидубській громадах"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,4,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",3,"Перші кроки: гендерні показники при формуванні місцевого бюджету (Чмирівська, Шульгинська, Кремінська громади). ОНЛАЙН"
"Програма ""U-LEAD з Європою""",4 квартал 2020,,,Управління місцевим соціально-економічним розвитком,3,"Посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування",3,"Взаємозв'язок процесів стратегування та бюджетування в громаді (Троїцька , Широківська, Новоайдарська громади). ОНЛАЙН"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,7,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",3,"Перші кроки: кадрові та майнові питання(Удачне, ОНЛАЙН)"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,3,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",3,Перші кроки: процес реорганізації та кадрові питання для Локачинської та Маневицької селищних територіальних громад та Доросинівської сільської територіальної громади . Онлайн
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,8,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",3,"Перші кроки: процес реорганізації та кадрові питання для Камінь - Каширської та Горохівської міських територіальних громад. Онлайн

"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,7,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",3,"Перші кроки: процес реорганізації та кадрові питання для Зимнівської, Затурцівської та Підгайцівської сільських територіальних громад. Онлайн

"
"Програма ""U-LEAD з Європою""",4 квартал 2020,,,Управління місцевим соціально-економічним розвитком,13,"Посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування",3,Підготовка до першого засідання робочої групи з розробки стратегії Пірнівської громади. Онлайн
"Програма ""U-LEAD з Європою""",4 квартал 2020,,,Управління місцевим соціально-економічним розвитком,7,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",3,"Підготовка проєктів на конкурс Українського культурного фонду 2021 (Біловодська, Рубіжанська, Шульгинська громади). ОНЛАЙН"
"Програма ""U-LEAD з Європою""",4 квартал 2020,,,Управління місцевим соціально-економічним розвитком,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",2,Фінансування видатків захищених статтей з бюджету під час реорганізації у Медвинській громаді. Онлайн
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",2,Перші кроки для Турійської та Шацької селищних громад. Онлайн
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,31,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",2,"Перші кроки. Організація бюджетного планування у Ружинській селищній раді. ОНЛАЙН
"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",2,"Перші кроки для Мар'янівської сільської та Сошичненської сільської громад. Онлайн

"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,6,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",2,"Перші кроки для Маневицької та Ратнівської селищних громад. Онлайн

"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,6,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",2,"Перші кроки. Організація бюджетного планування у Черняхівській селищній раді. ОНЛАЙН
"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,8,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",2,"Перші кроки для Берестечківської та Горохівської міських громад. Онлайн

"
"Програма ""U-LEAD з Європою""",4 квартал 2020,,,Управління місцевим соціально-економічним розвитком,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",2,"Створення Агенції розвитку, проєктного офісу в Іларіонівській громаді. Онлайн"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,7,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",2,Перші кроки: організаційно-кадрові та фінансові питання для новоствореної Лозуватської громади. Онлайн
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",2,Перші кроки: організаційно-кадрові та фінансові питання для новоствореної Губиниської громади. Онлайн
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",2,"Підготовчий процес до скликання першої сесії місцевої ради. Вирішення кадрових питань у новостворених громадах. Козельщинська, Новогалещинська, Семенівська територіальні громади – ОНЛАЙН"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",2,"Перші кроки. Фінансово-правова організація діяльності новостворених громад. Козельщинська, Новогалещинська, Семенівська  територіальні громади – ОНЛАЙН"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,3,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",2,"Перші кроки. Підготовчий процес до скликання першої сесії місцевої ради. Вирішення кадрових питань у новостворених громадах.
Білоцерківська,  Заводська, Ланнівська територіальні громади – ОНЛАЙН
"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,3,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",2,"Перші кроки. Фінансово-правова організація діяльності новостворених громад. 
Білоцерківська,  Заводська, Ланнівська територіальні громади – ОНЛАЙН
"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,3,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",2,"Перші кроки. Підготовчий процес до скликання першої сесії місцевої ради. Вирішення кадрових питань у новостворених громадах.
Михайлівська, Машівська територіальні громади – ОНЛАЙН
"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,3,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",2,"Перші кроки. Фінансово-правова організація діяльності новостворених громад. 
Михайлівська, Машівська територіальні громади – ОНЛАЙН
"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,9,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",2,Перші кроки. Підготовка та проведення першої сесії для Кельменецької громади (онлайн)
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,3,"Посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування",2,"Перші кроки: особливості складання проєкту місцевого бюджету на 2021 рік (Марківська, Новоайдарська громади). ОНЛАЙН"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,3,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",2,Перші кроки. Підготовка та проведення першої сесії для Кам'янецької та Петровецької громад (онлайн)
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,5,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",2,"Перші кроки для Городищенської та Затурцівської сільських громад. Онлайн

"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,5,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",2,Перші кроки для Доросинівської та Торчинської селищних громад. Онлайн
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,6,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",2,Перші кроки: першочергові дії новоутвореної Слобожанської селищної ради. ОНЛАЙН
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,7,"Посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування",2,"Виконання та формування бюджету  громади (Удачненська громада, ОНЛАЙН)"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,3,"Посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування",2,"Виконання та формування бюджету громади (Мангушська громада, ОНЛАЙН)"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,14,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",2,"Перші кроки для новостворених громад: забезпечення виконання бюджетів до кінця бюджетного періоду та підготовка бюджету на 2021 рік, інвентаризація майна, активів і зобов'язань для Нижньосірогозької, Великолепетиської селищних рад. Онлайн"
"Програма ""U-LEAD з Європою""",4 квартал 2020,"Організація і проведення першої сесії Ради, Створення виконкому, Планування соціально-економічного розвитку, Планування бюджету",,,2,"Голови органів місцевого самоврядування та їх заступники, посадові особи місцевого самоврядування керівного рівня, посадові особи місцевого самоврядування, депутати місцевих рад",2,"Перші кроки для новостворених громад: забезпечення виконання бюджетів до кінця бюджетного періоду та підготовка бюджету на 2021 рік, інвентаризація майна, активів і зобов'язань для Чорнобаївської та Новомиколаївської сільських рад. Онлайн"
